run_id,environment_id,seed,started_at,finished_at,episode_latency_seconds,step_count,terminated,truncated,success,total_reward,reward_per_step,steps_per_second,reward_per_second,repeat_action_rate,llm_cost_usd,prompt_tokens,completion_tokens,total_tokens,mean_llm_latency_seconds,p95_llm_latency_seconds,cost_per_step_usd,cost_per_success_usd,tokens_per_step,cost_data_coverage,token_data_coverage,llm_latency_data_coverage
b8c96f79-6d2a-4e25-9a4d-51f3c4dfba79,qa:HotpotQA,492,2026-04-26T01:38:15.341266Z,2026-04-26T01:38:15.874289Z,0.533023,1,True,True,False,0.0,0.0,1.8760916508293262,0.0,0.0,,363,32,395,0.5328975999727845,0.5328975999727845,,,395.0,0.0,1.0,1.0
43327775-e0af-4de9-aed0-0d90787290a1,qa:HotpotQA,493,2026-04-26T01:38:15.346527Z,2026-04-26T01:38:37.267380Z,21.920853,1,True,True,False,0.0,0.0,0.04561866274090702,0.0,0.0,,2218,393,2611,15.325724600988906,15.325724600988906,,,2611.0,0.0,1.0,1.0
2694a902-2a6f-4815-a90b-03fea0563ec2,qa:HotpotQA,494,2026-04-26T01:38:15.345671Z,2026-04-26T01:38:35.570726Z,20.225055,1,True,True,False,0.0,0.0,0.049443623268268,0.0,0.0,,2851,248,3099,15.027471200970467,15.027471200970467,,,3099.0,0.0,1.0,1.0
cb64516d-bc72-4ba9-bc31-de7a4ac18477,qa:HotpotQA,495,2026-04-26T01:38:15.882665Z,2026-04-26T01:38:16.282430Z,0.399765,1,True,True,False,0.0,0.0,2.5014696133978713,0.0,0.0,,362,43,405,0.39965634600957856,0.39965634600957856,,,405.0,0.0,1.0,1.0
1439b52f-32ac-4bce-9039-4643eea13d75,qa:HotpotQA,496,2026-04-26T01:38:16.289549Z,2026-04-26T01:38:16.619832Z,0.330283,1,True,True,False,0.0,0.0,3.027706542571068,0.0,0.0,,361,40,401,0.33015011699171737,0.33015011699171737,,,401.0,0.0,1.0,1.0
7443e388-c874-4466-b762-a1bbb5e03c55,qa:HotpotQA,497,2026-04-26T01:38:16.634140Z,2026-04-26T01:38:30.923491Z,14.289351,1,True,True,False,0.0,0.0,0.0699821846352574,0.0,0.0,,371,4096,4467,14.28852039197227,14.28852039197227,,,4467.0,0.0,1.0,1.0
d518a5f9-6ea4-4e99-a5b3-bfdc6f42614c,qa:HotpotQA,498,2026-04-26T01:38:30.930414Z,2026-04-26T01:38:38.255349Z,7.324935,1,True,True,False,0.0,0.0,0.13651998277117816,0.0,0.0,,3051,196,3247,2.026977906934917,2.026977906934917,,,3247.0,0.0,1.0,1.0
1572a8ca-863d-4fd6-a5b9-a09374c5899f,qa:HotpotQA,499,2026-04-26T01:38:35.577883Z,2026-04-26T01:38:35.967222Z,0.389339,1,True,True,False,0.0,0.0,2.5684557673390027,0.0,0.0,,369,14,383,0.3892053849995136,0.3892053849995136,,,383.0,0.0,1.0,1.0
47f5484f-9cb9-4f1c-965b-6cc5e5487fe8,qa:HotpotQA,500,2026-04-26T01:38:35.973234Z,2026-04-26T01:38:43.833966Z,7.860732,1,True,True,False,0.0,0.0,0.12721461563630462,0.0,0.0,,1941,296,2237,1.8317754300660454,1.8317754300660454,,,2237.0,0.0,1.0,1.0
86365ce3-7612-4b2b-84e8-8a44df86e643,qa:HotpotQA,501,2026-04-26T01:38:37.275342Z,2026-04-26T01:38:44.697805Z,7.422463,1,True,True,False,0.0,0.0,0.13472616838911827,0.0,0.0,,2005,327,2332,1.9138752821017988,1.9138752821017988,,,2332.0,0.0,1.0,1.0
87a45b85-87a0-49a3-8a1c-b23735270f83,qa:HotpotQA,502,2026-04-26T01:38:38.262185Z,2026-04-26T01:38:46.305145Z,8.04296,1,True,True,False,0.0,0.0,0.1243323353591215,0.0,0.0,,1862,225,2087,2.1913616519304924,2.1913616519304924,,,2087.0,0.0,1.0,1.0
f025a4fd-b122-4aa0-8ef6-936fe22103ec,qa:HotpotQA,503,2026-04-26T01:38:43.841489Z,2026-04-26T01:38:52.097680Z,8.256191,1,True,True,False,0.0,0.0,0.12112122890567818,0.0,0.0,,2001,316,2317,1.9224634330603294,1.9224634330603294,,,2317.0,0.0,1.0,1.0
0ae52118-92e8-4e1c-a3fe-6c469faabc86,qa:HotpotQA,504,2026-04-26T01:38:44.703665Z,2026-04-26T01:38:54.160948Z,9.457283,1,True,True,False,0.0,0.0,0.10573861435678725,0.0,0.0,,1994,303,2297,2.0982458220096305,2.0982458220096305,,,2297.0,0.0,1.0,1.0
5e697653-3a53-4f02-869f-8c24482f7d25,qa:HotpotQA,505,2026-04-26T01:38:46.311309Z,2026-04-26T01:38:53.836731Z,7.525422,1,True,True,False,0.0,0.0,0.13288291341003866,0.0,0.0,,1899,242,2141,1.6938119829865173,1.6938119829865173,,,2141.0,0.0,1.0,1.0
f093c266-6960-4e11-b737-36ca0a2c3c62,qa:HotpotQA,506,2026-04-26T01:38:52.104224Z,2026-04-26T01:39:00.956535Z,8.852311,1,True,True,False,0.0,0.0,0.11296485177712351,0.0,0.0,,2505,552,3057,2.6402050629840232,2.6402050629840232,,,3057.0,0.0,1.0,1.0
fedb1444-bf68-4b73-8fc7-75367200087c,qa:HotpotQA,507,2026-04-26T01:38:53.842998Z,2026-04-26T01:39:02.393159Z,8.550161,1,True,True,False,0.0,0.0,0.1169568619818972,0.0,0.0,,1802,198,2000,1.6068212320678867,1.6068212320678867,,,2000.0,0.0,1.0,1.0
