run_id,environment_id,seed,started_at,finished_at,episode_latency_seconds,step_count,terminated,truncated,success,total_reward,reward_per_step,steps_per_second,reward_per_second,repeat_action_rate,llm_cost_usd,prompt_tokens,completion_tokens,total_tokens,mean_llm_latency_seconds,p95_llm_latency_seconds,cost_per_step_usd,cost_per_success_usd,tokens_per_step,cost_data_coverage,token_data_coverage,llm_latency_data_coverage
671aa4c3-fdea-4068-99fa-bf54d61aa189,qa:HotpotQA,192,2026-04-25T12:56:53.489207Z,2026-04-25T12:56:54.109720Z,0.620513,1,True,True,False,0.0,0.0,1.611569781777336,0.0,0.0,,144,0,144,0.6203634919947945,0.6203634919947945,,,144.0,0.0,1.0,1.0
f30fa7a7-74ac-469f-8d73-602a06f40e39,qa:HotpotQA,195,2026-04-25T12:56:53.497137Z,2026-04-25T12:57:17.751831Z,24.254694,1,True,True,False,0.0,0.0,0.04122913280208771,0.0,0.0,,135,4096,4231,24.254520357004367,24.254520357004367,,,4231.0,0.0,1.0,1.0
902414a6-763e-46dd-9eca-213a4aa9f06f,qa:HotpotQA,193,2026-04-25T12:56:53.496456Z,2026-04-25T12:57:41.264945Z,47.768489,1,True,True,False,0.0,0.0,0.02093430252734182,0.0,0.0,,126,4096,4222,47.768306057027075,47.768306057027075,,,4222.0,0.0,1.0,1.0
9c78b76b-2601-47aa-872c-dd11a2cef1bd,qa:HotpotQA,194,2026-04-25T12:56:53.495330Z,2026-04-25T12:58:04.782131Z,71.286801,1,True,True,False,0.0,0.0,0.014027842264937657,0.0,0.0,,124,4096,4220,71.28659859095933,71.28659859095933,,,4220.0,0.0,1.0,1.0
d6138ecf-6bd8-49ce-886c-2a33a093065d,qa:HotpotQA,196,2026-04-25T12:56:54.116546Z,2026-04-25T12:58:05.807180Z,71.690634,1,True,True,False,0.0,0.0,0.013948823496246385,0.0,0.0,,185,185,370,71.69051353400573,71.69051353400573,,,370.0,0.0,1.0,1.0
21365334-1a6d-4641-bba6-43333007acae,qa:HotpotQA,197,2026-04-25T12:57:17.758664Z,2026-04-25T12:58:06.184787Z,48.426123,1,True,True,False,0.0,0.0,0.020650011565038977,0.0,0.0,,123,0,123,48.42600429803133,48.42600429803133,,,123.0,0.0,1.0,1.0
a275c64a-272e-43e9-a070-1edc7c4e6007,qa:HotpotQA,198,2026-04-25T12:57:41.272105Z,2026-04-25T12:58:29.753825Z,48.48172,1,True,True,False,0.0,0.0,0.020626330914002226,0.0,0.0,,141,4096,4237,48.48159841803135,48.48159841803135,,,4237.0,0.0,1.0,1.0
e575bb0d-6241-4716-8354-3d9a46d38979,qa:HotpotQA,199,2026-04-25T12:58:04.790595Z,2026-04-25T12:58:29.841139Z,25.050544,1,True,True,False,0.0,0.0,0.03991929277064802,0.0,0.0,,120,14,134,25.05033423099667,25.05033423099667,,,134.0,0.0,1.0,1.0
ce8d54b5-5c37-446f-988f-717e1ccb7360,qa:HotpotQA,200,2026-04-25T12:58:05.813615Z,2026-04-25T12:58:53.427242Z,47.613627,1,True,True,False,0.0,0.0,0.02100239076514797,0.0,0.0,,121,4096,4217,47.613329209038056,47.613329209038056,,,4217.0,0.0,1.0,1.0
3c222342-74c9-49a6-bea5-1cacd5ac506a,qa:HotpotQA,201,2026-04-25T12:58:06.191914Z,2026-04-25T12:59:17.051750Z,70.859836,1,True,True,False,0.0,0.0,0.014112366842057043,0.0,0.0,,135,4096,4231,70.8596986720222,70.8596986720222,,,4231.0,0.0,1.0,1.0
