run_id,environment_id,seed,started_at,finished_at,episode_latency_seconds,step_count,terminated,truncated,success,total_reward,reward_per_step,steps_per_second,reward_per_second,repeat_action_rate,llm_cost_usd,prompt_tokens,completion_tokens,total_tokens,mean_llm_latency_seconds,p95_llm_latency_seconds,cost_per_step_usd,cost_per_success_usd,tokens_per_step,cost_data_coverage,token_data_coverage,llm_latency_data_coverage
70f263fe-ed4f-42f1-9ddc-5995d8ebf473,qa:HotpotQA,492,2026-04-24T22:52:17.971615Z,2026-04-24T22:52:20.785033Z,2.813418,1,True,True,False,0.0,0.0,0.35543954008967027,0.0,0.0,,122,166,288,2.8133160209981725,2.8133160209981725,,,288.0,0.0,1.0,1.0
d664818d-2036-4095-8f21-b1d9aeaedf6f,qa:HotpotQA,493,2026-04-24T22:52:17.968032Z,2026-04-24T22:52:19.411808Z,1.443776,1,True,True,False,0.0,0.0,0.6926282193359635,0.0,0.0,,173,67,240,1.4436744319973513,1.4436744319973513,,,240.0,0.0,1.0,1.0
b76b9bb2-1f70-4be7-8b01-336697402dec,qa:HotpotQA,494,2026-04-24T22:52:17.965869Z,2026-04-24T22:52:19.179597Z,1.213728,1,True,True,False,0.0,0.0,0.8239078277834903,0.0,0.0,,153,255,408,1.2135755940107629,1.2135755940107629,,,408.0,0.0,1.0,1.0
8099b9f2-a952-435f-80fb-74ffc298a769,qa:HotpotQA,495,2026-04-24T22:52:17.970866Z,2026-04-24T22:52:20.227055Z,2.256189,1,True,True,False,0.0,0.0,0.44322527944245804,0.0,0.0,,121,247,368,2.256073512020521,2.256073512020521,,,368.0,0.0,1.0,1.0
b30ade70-6fc9-4c8b-8444-0963f0b118ae,qa:HotpotQA,496,2026-04-24T22:52:19.187289Z,2026-04-24T22:52:21.042769Z,1.85548,1,True,True,False,0.0,0.0,0.5389441007178736,0.0,0.0,,120,75,195,1.855363848968409,1.855363848968409,,,195.0,0.0,1.0,1.0
ea2c0d4d-88de-419e-8116-44676a8e21ba,qa:HotpotQA,497,2026-04-24T22:52:19.420072Z,2026-04-24T22:52:21.601940Z,2.181868,1,True,True,False,0.0,0.0,0.45832286829450725,0.0,0.0,,130,169,299,2.181729528005235,2.181729528005235,,,299.0,0.0,1.0,1.0
c2830732-f6b2-4fbc-8992-2d00e98e1ca6,qa:HotpotQA,498,2026-04-24T22:52:20.234697Z,2026-04-24T22:52:22.218244Z,1.983547,1,True,True,False,0.0,0.0,0.50414736832553,0.0,0.0,,131,182,313,1.9834327709977515,1.9834327709977515,,,313.0,0.0,1.0,1.0
85fb603e-8887-403e-a5af-681098c094f2,qa:HotpotQA,499,2026-04-24T22:52:20.791355Z,2026-04-24T22:52:23.155105Z,2.36375,1,True,True,False,0.0,0.0,0.42305658381808564,0.0,0.0,,128,281,409,2.3636050740024075,2.3636050740024075,,,409.0,0.0,1.0,1.0
e5245dc8-c20c-468e-92b4-750ce20d4d9a,qa:HotpotQA,500,2026-04-24T22:52:21.050886Z,2026-04-24T22:52:23.968009Z,2.917123,1,True,True,False,0.0,0.0,0.34280350879959465,0.0,0.0,,124,244,368,2.916993419989012,2.916993419989012,,,368.0,0.0,1.0,1.0
666ffc4a-48d2-4446-9e4f-e26f6400de07,qa:HotpotQA,501,2026-04-24T22:52:21.611562Z,2026-04-24T22:52:38.556386Z,16.944824,1,True,True,False,0.0,0.0,0.059015071505021235,0.0,0.0,,128,4096,4224,16.944643254973926,16.944643254973926,,,4224.0,0.0,1.0,1.0
